                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                      76                                      450                  1.0000000000000000E+000                  2.0000000000000000E-002                  5.0000000000000000E+001                  6.5926815343223319E+000                  1.4404840435069125E+003                  1.6586647966426412E-004                  2.0678335185957744E-001                  4.1346571980088465E+000                  7.1000000000000019E-001                  2.8733433992169385E-005                  2.6997126656600789E-001                  3.4468833607861561E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  1.0500962677875143E-003                  0.0000000000000000E+000                  7.4556835012913559E-004                  3.0172871795895970E-008                  2.8349581943083307E-004                  3.6195593526604265E-006                  1.0609571414405875E-006                  9.8504570700491324E-006                  2.1894763657569875E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9041286753115503E+004                  7.5712038595385675E+005                  6.3309733824040230E+010                  1.1416660903805756E-022                  1.1416660903805756E-022                  0.0000000000000000E+000                  4.5704864252804390E-024                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.5778800000000000E+009                               "r24.03.1"                               "gfortran"                                 "13.1.0"                   "x86_64-macos-23.10.1"                                 "CRMATH"                               "20240801"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       dm                                   radius                                     rmid                              temperature                                   energy                                  entropy                                 pressure                                     prad                                     pgas                                    grada                             total_energy                                    gradT                                    gradr                                    gradL                               sch_stable                            ledoux_stable                              mixing_type                                      tau 
                                       1                  1.0500962677875143E-003                 -6.8448442924619657E-001                  3.1585085336430745E+000                 -5.4519633199143938E+000                  5.2540630728457680E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  2.0880217840518764E+018                  2.0678335185957744E-001                  2.0678335022591865E-001                  1.4404843146774419E+003                  1.2193934252360980E+011                  1.0294068169152229E+001                  1.7949942959921170E+005                  1.0858351715646272E-002                  1.7949941874085998E+005                  2.7493310087861222E-001                 -9.5653702250115742E+012                  1.2500009790535022E-001                  1.2500009790535022E-001                  2.7493310087861222E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  6.6666666666666663E-001 
                                       2                  1.0500962677864642E-003                 -6.8448443610834475E-001                  3.1585087175930777E+000                 -5.4519620373659592E+000                  5.2540645444419960E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  2.6100272300648463E+018                  2.0678334859225991E-001                  2.0678334655019162E-001                  1.4404849248098781E+003                  1.2193940079089436E+011                  1.0294068078995897E+001                  1.7950003782966846E+005                  1.0858370112338903E-002                  1.7950002697129836E+005                  2.7493310087745743E-001                 -9.5653703389324375E+012                  1.2500030158098607E-001                  1.2500030158098607E-001                  2.7493310087809897E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  6.6666867465856350E-001 
                                       3                  1.0500962677851514E-003                 -6.8448444468600356E-001                  3.1585089219820537E+000                 -5.4519606123178761E+000                  5.2540661795431980E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  2.6100272300648458E+018                  2.0678334450812558E-001                  2.0678334246606395E-001                  1.4404856027353874E+003                  1.2193946553235687E+011                  1.0294067978819090E+001                  1.7950071364134102E+005                  1.0858390553153402E-002                  1.7950070278295045E+005                  2.7493310087584655E-001                 -9.5653704655105918E+012                  1.2500081077051733E-001                  1.2500081077051733E-001                  2.7493310087665201E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  6.6667118465347330E-001 
                                       4                  1.0500962677838389E-003                 -6.8448445326363616E-001                  3.1585092285655998E+000                 -5.4519584747570473E+000                  5.2540686321836532E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  5.2200544601296906E+018                  2.0678334042400381E-001                  2.0678333633990120E-001                  1.4404866196245234E+003                  1.2193956264459233E+011                  1.0294067828547997E+001                  1.7950172735892984E+005                  1.0858421214455563E-002                  1.7950171650050863E+005                  2.7493310087278994E-001                 -9.5653706553764336E+012                  1.2500131996082550E-001                  1.2500131996082550E-001                  2.7493310087482770E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  6.6667369465398174E-001 
                                       5                  1.0500962677812136E-003                 -6.8448447041881966E-001                  3.1585098417330966E+000                 -5.4519541996760852E+000                  5.2540735374237837E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  1.0440108920259383E+019                  2.0678333225579945E-001                  2.0678332408767475E-001                  1.4404886534062896E+003                  1.2193975686925197E+011                  1.0294067527983870E+001                  1.7950375479442780E+005                  1.0858482537360041E-002                  1.7950374393594527E+005                  2.7493310086436340E-001                 -9.5653710351033008E+012                  1.2500233834395694E-001                  1.2500233834395694E-001                  2.7493310086998113E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  6.6667871467179463E-001 
                                       6                  1.0500962677759632E-003                 -6.8448450472885036E-001                  3.1585112724587994E+000                 -5.4519442246980274E+000                  5.2540849827722544E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  2.6100272300648452E+019                  2.0678331591955185E-001                  2.0678329549970551E-001                  1.4404933989133617E+003                  1.2194021006093297E+011                  1.0294066826554065E+001                  1.7950848547875139E+005                  1.0858625625638276E-002                  1.7950847462012575E+005                  2.7493310083274913E-001                 -9.5653719211061191E+012                  1.2500437512074439E-001                  1.2500437512074439E-001                  2.7493310085533074E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  6.6668875477460454E-001 
                                       7                  1.0500962677628370E-003                 -6.8448459050199839E-001                  3.1585133163620251E+000                 -5.4519299752428889E+000                  5.2541013327597659E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  2.6100272300648452E+019                  2.0678327507985678E-001                  2.0678325466067274E-001                  1.4405001782673626E+003                  1.2194085748131053E+011                  1.0294065824242862E+001                  1.7951524360455159E+005                  1.0858830041671865E-002                  1.7951523274572156E+005                  2.7493310075809485E-001                 -9.5653731867778770E+012                  1.2500946710836333E-001                  1.2500946710836333E-001                  2.7493310079542199E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  6.6671385542354433E-001 
                                       8                  1.0500962677497108E-003                 -6.8448467627238141E-001                  3.1585163822251405E+000                 -5.4519086021896399E+000                  5.2541258566063398E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  5.2200544601296904E+019                  2.0678323424148629E-001                  2.0678319340510809E-001                  1.4405103473856366E+003                  1.2194182861620259E+011                  1.0294064320167754E+001                  1.7952538080125971E+005                  1.0859136673765321E-002                  1.7952536994212304E+005                  2.7493310058205428E-001                 -9.5653750851433379E+012                  1.2501455916913093E-001                  1.2501455916913093E-001                  2.7493310069941468E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  6.6673895663238103E-001 
                                       9                  1.0500962677234583E-003                 -6.8448484780485908E-001                  3.1585225139916959E+000                 -5.4518658601513605E+000                  5.2541749002229095E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  1.0440108920259381E+020                  2.0678315256871591E-001                  2.0678307090391859E-001                  1.4405306859713073E+003                  1.2194377090480911E+011                  1.0294061309841226E+001                  1.7954565522671002E+005                  1.0859749967961983E-002                  1.7954564436696004E+005                  2.7493309999838822E-001                 -9.5653788813960645E+012                  1.2502474354258875E-001                  1.2502474354258875E-001                  2.7493310038749896E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  6.6678916072982164E-001 
