                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                      50                                      488                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.6668186936689674E-003                  3.9288719160797496E-005                  2.4282440546955982E+003                  8.3634312349411648E-003                  5.1744764353657546E-001                  8.9154396470694564E-002                  7.1000000000000019E-001                  2.8733433992169385E-005                  2.6997126656600789E-001                  3.4416073257059884E-003                  1.0081585205319677E-003                  9.3604492797742141E-003                  2.0994604783340920E-003                  6.5842957676146901E-003                  0.0000000000000000E+000                  4.6748499950064332E-003                  1.8918942782367697E-007                  1.7775706678281435E-003                  2.2660560548437647E-005                  6.6380138798233260E-006                  6.1631966575789331E-005                  1.3823468741769467E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5842941254136934E-003                  5.1285889360835635E-001                  6.5842880007041501E-003                  5.0856679985202846E-001                  4.5928104937931224E+004                  2.3515125314120948E+005                  7.8727206366048508E+009                  2.5236630714247097E-022                  2.5236630714247097E-022                  0.0000000000000000E+000                  1.0099466030267338E-023                  5.0000000000000000E+001                  1.0000000000000000E+003                  5.2601714330940224E+004                                    12115                               "gfortran"                                 "13.1.0"                   "x86_64-macos-23.10.1"                               "20240801" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  6.5842957676146901E-003                 -2.8613358649609677E-001                  3.3852926766992670E+000                 -6.6253663934442946E+000                  4.3286144003024054E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                       2                  6.5842957676113985E-003                 -2.8613360694684231E-001                  3.3852933523112236E+000                 -6.6253618155713569E+000                  4.3286199192300163E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                       3                  6.5842957676081060E-003                 -2.8613362739737358E-001                  3.3852945346273984E+000                 -6.6253538044615485E+000                  4.3286295771863950E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                       4                  6.5842957675998747E-003                 -2.8613367852277566E-001                  3.3852962236369910E+000                 -6.6253423603820947E+000                  4.3286433739008725E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                       5                  6.5842957675916452E-003                 -2.8613372964684630E-001                  3.3852987571271571E+000                 -6.6253251950775338E+000                  4.3286640681605624E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                       6                  6.5842957675751844E-003                 -2.8613383189100361E-001                  3.3853038240154754E+000                 -6.6252908673890225E+000                  4.3287054537608993E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                       7                  6.5842957675422628E-003                 -2.8613403636336920E-001                  3.3853114240937701E+000                 -6.6252393830978606E+000                  4.3287675248846229E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                       8                  6.5842957675011108E-003                 -2.8613429192393686E-001                  3.3853198682694763E+000                 -6.6251821885247306E+000                  4.3288364825589900E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                       9                  6.5842957674599589E-003                 -2.8613454745129940E-001                  3.3853325339244855E+000                 -6.6250964170083266E+000                  4.3289398987886072E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      10                  6.5842957673776549E-003                 -2.8613505840646103E-001                  3.3853578629170493E+000                 -6.6249249468695535E+000                  4.3291466583721885E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      11                  6.5842957672130479E-003                 -2.8613607991878853E-001                  3.3854085115811423E+000                 -6.6245822977879527E+000                  4.3295598863566900E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      12                  6.5842957668838320E-003                 -2.8613812135377842E-001                  3.3855027061523981E+000                 -6.6239458476870325E+000                  4.3303276425777346E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      13                  6.5842957662943210E-003                 -2.8614177159249066E-001                  3.3856637758409018E+000                 -6.6228599050728789E+000                  4.3316382534582436E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      14                  6.5842957653117996E-003                 -2.8614784033417368E-001                  3.3858984090003550E+000                 -6.6212831452658119E+000                  4.3335426052787502E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      15                  6.5842957640017729E-003                 -2.8615590305877892E-001                  3.3862372463956176E+000                 -6.6190168519415771E+000                  4.3362826490379742E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      16                  6.5842957619957647E-003                 -2.8616818588089493E-001                  3.3866461813364195E+000                 -6.6162971003913515E+000                  4.3395752071445832E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      17                  6.5842957599897573E-003                 -2.8618039305519627E-001                  3.3872577383979121E+000                 -6.6122629725506679E+000                  4.3444682553273042E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      18                  6.5842957559777418E-003                 -2.8620458471192556E-001                  3.3882282853021062E+000                 -6.6059296279113635E+000                  4.3521704657708984E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      19                  6.5842957503804084E-003                 -2.8623785350612579E-001                  3.3893479438920822E+000                 -6.5987112431880650E+000                  4.3609770915477064E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      20                  6.5842957447830759E-003                 -2.8627058137080391E-001                  3.3910643595406960E+000                 -6.5878412915381483E+000                  4.3743024413235485E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      21                  6.5842957330094071E-003                 -2.8633774408015972E-001                  3.3933860347778193E+000                 -6.5733113539262691E+000                  4.3921892030713350E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      22                  6.5842957206268529E-003                 -2.8640608800928502E-001                  3.3957444761534523E+000                 -6.5586979447507607E+000                  4.4102496310356827E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      23                  6.5842957076039967E-003                 -2.8647562075247024E-001                  3.3981271283690746E+000                 -6.5439782225711243E+000                  4.4284783365515414E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      24                  6.5842956939077980E-003                 -2.8654634590046490E-001                  3.4005234509120013E+000                 -6.5291318765640769E+000                  4.4468699774710183E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      25                  6.5842956795035216E-003                 -2.8661826311237709E-001                  3.4029250099642052E+000                 -6.5141454096104106E+000                  4.4654192667021571E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      26                  6.5842956643546438E-003                 -2.8669136909822840E-001                  3.4053252403097427E+000                 -6.4990140358901147E+000                  4.4841209831437006E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      27                  6.5842956484227604E-003                 -2.8676565891388561E-001                  3.4077191186472984E+000                 -6.4837372457692988E+000                  4.5029699794206151E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      28                  6.5842956316674904E-003                 -2.8684112667634809E-001                  3.4101028700246925E+000                 -6.4683173021249276E+000                  4.5219611892154372E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      29                  6.5842956140463775E-003                 -2.8691776598876878E-001                  3.4124737149157505E+000                 -6.4527594658266239E+000                  4.5410896341070464E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      30                  6.5842955955147742E-003                 -2.8699557055065489E-001                  3.4148296953778408E+000                 -6.4370685587411538E+000                  4.5603504311432941E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      31                  6.5842955760257414E-003                 -2.8707453409611333E-001                  3.4171695610423258E+000                 -6.4212432626535527E+000                  4.5797387925704589E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      32                  6.5842955555299185E-003                 -2.8715464930856965E-001                  3.4194926893627793E+000                 -6.4052749674545186E+000                  4.5992500389823849E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      33                  6.5842955339754129E-003                 -2.8723590644016500E-001                  3.4217989683373480E+000                 -6.3891577596578077E+000                  4.6188796039362039E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      34                  6.5842955113076590E-003                 -2.8731829372136469E-001                  3.4240885603760236E+000                 -6.3728979433430117E+000                  4.6386230338123848E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      35                  6.5842954874692885E-003                 -2.8740179964076934E-001                  3.4263616736903546E+000                 -6.3565096264063206E+000                  4.6584759829591178E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      36                  6.5842954623999798E-003                 -2.8748641455379897E-001                  3.4286184895318605E+000                 -6.3400055033097074E+000                  4.6784342172678324E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      37                  6.5842954360363186E-003                 -2.8757213050711272E-001                  3.4308592118832908E+000                 -6.3233936889791282E+000                  4.6984936198405070E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      38                  6.5842954083116219E-003                 -2.8765894049603491E-001                  3.4330841266744918E+000                 -6.3066785214600856E+000                  4.7186501916798917E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      39                  6.5842953791557897E-003                 -2.8774683773743531E-001                  3.4352936440630302E+000                 -6.2898560081041825E+000                  4.7389000494858182E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      40                  6.5842953484951117E-003                 -2.8783581403939673E-001                  3.4374883154416449E+000                 -6.2729160099981494E+000                  4.7592394356024759E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
                                      41                  6.5842953162520918E-003                 -2.8792585846796392E-001                  3.4396687642440584E+000                 -6.2558554874866994E+000                  4.7796647218345072E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002 
